MT-TF	ENSG00000210049
LINC00970	ENSG00000203601
GAD1	ENSG00000128683
EEF1AKMT4-ECE2	ENSG00000284917
SUMO1P2	ENSG00000229612
NPM1P46	ENSG00000213104
MRPL48	ENSG00000175581
NPEPL1	ENSG00000215440
ZNF385B	ENSG00000144331
LINC01447	ENSG00000236078
GGTLC1	ENSG00000149435
C7orf65	ENSG00000221845
TBC1D30	ENSG00000111490
ALG3	ENSG00000214160
ZNF16	ENSG00000170631
AASDHPPT	ENSG00000149313
KBTBD3	ENSG00000182359
COX6CP11	ENSG00000258668
RPL7P39	ENSG00000243020
NME7	ENSG00000143156
TMCC1-AS1	ENSG00000271270
CYP24A1	ENSG00000019186
ZNF37CP	ENSG00000151963
VPS26BP1	ENSG00000224895
ZNF33CP	ENSG00000235197
MAP4	ENSG00000047849
TRH	ENSG00000170893
WDFY3	ENSG00000163625
ALKBH1	ENSG00000100601
ZNF25	ENSG00000175395
CLCN2	ENSG00000114859
RPL21P10	ENSG00000239272
LINC02327	ENSG00000258038
NUB1	ENSG00000013374
ZMYND19P1	ENSG00000258917
OR7E129P	ENSG00000180770
AK4P6	ENSG00000235606
OLIG3	ENSG00000177468
PTGES3P5	ENSG00000234544
OR7E21P	ENSG00000251178
COL4A6	ENSG00000197565
CCDC181	ENSG00000117477
LINC02326	ENSG00000257523
CCDC58P5	ENSG00000256681
BCAM	ENSG00000187244
DCAF8	ENSG00000132716
OBSCN-AS1	ENSG00000162913
IRF5	ENSG00000128604
TXNDC16	ENSG00000087301
FRMD1	ENSG00000153303
ATP1B1	ENSG00000143153
WDFY3-AS1	ENSG00000251260
WDFY3-AS2	ENSG00000180769
LINC02661	ENSG00000223381
MAPKAPK5P1	ENSG00000224498
BLZF1	ENSG00000117475
ECEL1P2	ENSG00000244280
MIR503HG	ENSG00000223749
MEOX2	ENSG00000106511
ALPG	ENSG00000163286
WDR86	ENSG00000187260
ST3GAL2	ENSG00000157350
LRRFIP1	ENSG00000124831
C7orf69	ENSG00000136275
LINC00525	ENSG00000146666
DEFB124	ENSG00000180383
PKD1L1	ENSG00000158683
ECEL1P1	ENSG00000204121
REM1	ENSG00000088320
DIS3L2P1	ENSG00000223788
WDR86-AS1	ENSG00000243836
LINC00629	ENSG00000227060
NEDD1	ENSG00000139350
GNG5P3	ENSG00000254949
ALPI	ENSG00000163295
PLAC1	ENSG00000170965
LINC02389	ENSG00000255693
LINC02231	ENSG00000248995
LRRC4B	ENSG00000131409
RPS7P12	ENSG00000237432
RPL21P133	ENSG00000236509
FDXACB1	ENSG00000255561
BTF3L4P3	ENSG00000213108
WIF1	ENSG00000156076
C11orf1	ENSG00000137720
DZANK1	ENSG00000089091
RPSAP18	ENSG00000224261
LINC02539	ENSG00000234956
DDX53	ENSG00000184735
PEX19	ENSG00000162735
CAPN2	ENSG00000162909
PDCL2P1	ENSG00000228610
ALG9-IT1	ENSG00000254450
CBLL2	ENSG00000175809
APOOP3	ENSG00000255700
PIAS3	ENSG00000131788
ALG9	ENSG00000086848
FAM3C2	ENSG00000174028
KRT8P39	ENSG00000233560
METTL15P3	ENSG00000224396
TMED10P1	ENSG00000254618
PTCHD1-AS	ENSG00000233067
NUP107	ENSG00000111581
ZNF252P-AS1	ENSG00000255559
IQCJ-SCHIP1-AS1	ENSG00000241211
MAGT1	ENSG00000102158
ZNF252P	ENSG00000196922
SCHIP1	ENSG00000151967
LEMD3	ENSG00000174106
DCTN5	ENSG00000166847
CHCHD3P3	ENSG00000214973
NPM1P39	ENSG00000225159
CAMK2N2	ENSG00000163888
POM121L3P	ENSG00000167390
SNRPEP7	ENSG00000225990
LINC01871	ENSG00000235576
LINC01721	ENSG00000230133
TSEN15P3	ENSG00000234922
C9orf129	ENSG00000204352
CWC22	ENSG00000163510
NUDT17	ENSG00000186364
XIRP2-AS1	ENSG00000254552
GAPDHP53	ENSG00000234069
WNK2	ENSG00000165238
XIRP2	ENSG00000163092
RPS27P26	ENSG00000240043
WDTC1	ENSG00000142784
NEURL3	ENSG00000163121
IQCJ	ENSG00000214216
LINC01257	ENSG00000204603
RPS6P20	ENSG00000226356
LINC02415	ENSG00000248703
RBM44	ENSG00000177483
LINC02370	ENSG00000230294
LINC02424	ENSG00000258220
SYNDIG1	ENSG00000101463
GCNT1P1	ENSG00000236474
COX7B	ENSG00000131174
DCUN1D4	ENSG00000109184
PSD	ENSG00000059915
ECEL1	ENSG00000171551
ANXA3	ENSG00000138772
IQCJ-SCHIP1	ENSG00000283154
RAMP1	ENSG00000132329
RPL7P42	ENSG00000241825
SCHLAP1	ENSG00000281131
FTH1P20	ENSG00000226564
FAM122B	ENSG00000156504
CLCN6	ENSG00000011021
MYADML2	ENSG00000185105
ARID5A	ENSG00000196843
TRIM11	ENSG00000154370
DNAJB6	ENSG00000105993
PYCR1	ENSG00000183010
FBXL15	ENSG00000107872
LINC00491	ENSG00000250682
SYT1	ENSG00000067715
LINC00492	ENSG00000250958
DLST	ENSG00000119689
LINC02414	ENSG00000256424
RPS6P21	ENSG00000243499
PRSS56	ENSG00000237412
C1orf167	ENSG00000215910
FAM122C	ENSG00000156500
MTHFR	ENSG00000177000
CRYGN	ENSG00000127377
SFSWAP	ENSG00000061936
PDGFA	ENSG00000197461
TMEM128	ENSG00000132406
ETF1P2	ENSG00000240132
RHEB	ENSG00000106615
WDR12	ENSG00000138442
LYAR	ENSG00000145220
ISCA1P2	ENSG00000229840
GAL	ENSG00000069482
TMEM78	ENSG00000177800
PACRG-AS3	ENSG00000225683
LINC00028	ENSG00000233354
PHB2P1	ENSG00000232728
SPHAR	ENSG00000213029
AASS	ENSG00000008311
BTF3P15	ENSG00000237242
RAB4A	ENSG00000168118
CTAGE14P	ENSG00000214211
XIAPP1	ENSG00000270294
PACRG	ENSG00000112530
SYT3	ENSG00000213023
B3GALT1	ENSG00000172318
LINC01934	ENSG00000234663
PGAM4	ENSG00000226784
PTCHD1	ENSG00000165186
STX6	ENSG00000135823
WASF1	ENSG00000112290
CCT6A	ENSG00000146731
PGK1	ENSG00000102144
UBE2E3	ENSG00000170035
KRT8P44	ENSG00000227913
PACRG-AS1	ENSG00000281692
GPR33	ENSG00000214943
CCSAP	ENSG00000154429
PRKN	ENSG00000185345
KIAA1614-AS1	ENSG00000232586
KIAA1614	ENSG00000135835
MSRB3	ENSG00000174099
WBP2	ENSG00000132471
RAD54L	ENSG00000085999
SETP7	ENSG00000257444
SF3B1	ENSG00000115524
NPPA	ENSG00000175206
TP53BP2	ENSG00000143514
MR1	ENSG00000153029
ZNF25-DT	ENSG00000226447
ATP7A	ENSG00000165240
PACRG-AS2	ENSG00000225437
SIAH2-AS1	ENSG00000244265
SIAH2	ENSG00000181788
ANKRD35	ENSG00000198483
RPL21P91	ENSG00000224907
MINDY4B	ENSG00000214237
LRRC41	ENSG00000132128
MED20	ENSG00000124641
CLRN1	ENSG00000163646
BTBD11	ENSG00000151136
GORASP2	ENSG00000115806
FUK	ENSG00000157353
NOP56P3	ENSG00000257956
GPR88	ENSG00000181656
LINC02454	ENSG00000256268
RPL22P10	ENSG00000213295
KRT18P60	ENSG00000215208
LINC01349	ENSG00000230402
PFDN4	ENSG00000101132
CLRN1-AS1	ENSG00000239265
STK39	ENSG00000198648
LINC01094	ENSG00000251442
IFIT6P	ENSG00000224289
DUTP7	ENSG00000250473
IFIT2	ENSG00000119922
SCLY	ENSG00000132330
SPCS2P4	ENSG00000228589
HIGD1AP13	ENSG00000251019
LIPA	ENSG00000107798
YPEL2	ENSG00000175155
GUCY1A2	ENSG00000152402
PLGLA	ENSG00000240935
RPS3A	ENSG00000145425
POLR3F	ENSG00000132664
RGPD3	ENSG00000153165
NUBPL	ENSG00000151413
CHRND	ENSG00000135902
LINC02409	ENSG00000257920
LINC01476	ENSG00000265313
IKBKB	ENSG00000104365
COQ10B	ENSG00000115520
ARHGAP42P1	ENSG00000227817
FAR2P4	ENSG00000231431
ZFAND4	ENSG00000172671
EFNA4	ENSG00000243364
KLF2P4	ENSG00000236516
EFNA3	ENSG00000143590
NEK2P4	ENSG00000230450
MED15P8	ENSG00000248796
C19orf81	ENSG00000235034
PLEKHB2	ENSG00000115762
TESMIN	ENSG00000132749
KIAA0895L	ENSG00000196123
IER5	ENSG00000162783
LINC01732	ENSG00000237292
RMST	ENSG00000255794
TLK1	ENSG00000198586
LINC01699	ENSG00000179452
SH3D19	ENSG00000109686
PRDX4	ENSG00000123131
PWP1	ENSG00000136045
PAWR	ENSG00000177425
FDXR	ENSG00000161513
PTAFR	ENSG00000169403
IFIT1	ENSG00000185745
UBE2F	ENSG00000184182
KIFC3	ENSG00000140859
IFIT3	ENSG00000119917
ITGA10	ENSG00000143127
IFIT1B	ENSG00000204010
PPP1R12A-AS1	ENSG00000257557
GRHL1	ENSG00000134317
PPP1R12A	ENSG00000058272
FAM83D	ENSG00000101447
C2orf73	ENSG00000177994
LINC02014	ENSG00000248243
FAM86HP	ENSG00000253540
C16orf72	ENSG00000182831
ALG1L2	ENSG00000251287
LINC02021	ENSG00000249846
TIGD1	ENSG00000221944
EIF4E2	ENSG00000135930
ZNF33A	ENSG00000189180
LRRC17	ENSG00000128606
NF1P8	ENSG00000236956
MYO7B	ENSG00000169994
DHX40	ENSG00000108406
HSPE1-MOB4	ENSG00000270757
POTEE	ENSG00000188219
FBXL13	ENSG00000161040
HSPD1	ENSG00000144381
PRSS48	ENSG00000189099
HNRNPA2B1	ENSG00000122566
ATP5MFP5	ENSG00000256103
PLK1	ENSG00000166851
PRKAR1B	ENSG00000188191
CACNA1E	ENSG00000198216
SNW1	ENSG00000100603
FRYL	ENSG00000075539
MOSPD1	ENSG00000101928
ERN2	ENSG00000134398
MOB4	ENSG00000115540
SLC35E3	ENSG00000175782
LINC01022	ENSG00000232715
THAP5P1	ENSG00000224324
CBX3	ENSG00000122565
DNAAF5	ENSG00000164818
FMR1-IT1	ENSG00000236337
FMR1	ENSG00000102081
CHRNG	ENSG00000196811
C14orf178	ENSG00000197734
SLIRP	ENSG00000119705
CD3EAP	ENSG00000117877
DCAF17	ENSG00000115827
HUS1	ENSG00000136273
NFE2L3	ENSG00000050344
FOSB	ENSG00000125740
LIX1L-AS1	ENSG00000234222
RPL21P119	ENSG00000220793
LINC02177	ENSG00000261617
EFHD1	ENSG00000115468
LINC01177	ENSG00000261397
NTN3	ENSG00000162068
RBM8A	ENSG00000265241
LINC01195	ENSG00000261075
GAPDHP35	ENSG00000250982
LINC02313	ENSG00000258474
METTL8	ENSG00000123600
ANKRD34A	ENSG00000272031
NFE4	ENSG00000230257
ARHGAP5	ENSG00000100852
GRIN2A	ENSG00000183454
GNRHR2	ENSG00000211451
UBE2F-SCLY	ENSG00000258984
PHBP11	ENSG00000227621
SBK1	ENSG00000188322
ACTBP11	ENSG00000188460
HSPE1	ENSG00000115541
CICP5	ENSG00000233771
ERCC1	ENSG00000012061
POLR3GL	ENSG00000121851
DDX23	ENSG00000174243
GTF2IP20	ENSG00000272645
ACTA1	ENSG00000143632
NPIPB6	ENSG00000198156
PEX11B	ENSG00000131779
SLC9A7P1	ENSG00000227825
DOK5	ENSG00000101134
LINC02453	ENSG00000245017
MMP17	ENSG00000198598
ARHGAP5-AS1	ENSG00000258655
LIX1L	ENSG00000271601
PLEKHG6	ENSG00000008323
FEZF1	ENSG00000128610
NUP133	ENSG00000069248
FEZF1-AS1	ENSG00000230316
LINC02243	ENSG00000236091
HMGB3P31	ENSG00000231929
CUEDC2	ENSG00000107874
TMPO-AS1	ENSG00000257167
IMPDH1P11	ENSG00000261647
SMIM10	ENSG00000184785
TMPO	ENSG00000120802
RTL8B	ENSG00000212747
CD8B2	ENSG00000254126
WDR43	ENSG00000163811
RPL12P4	ENSG00000185834
PRDM4	ENSG00000110851
TNFAIP3	ENSG00000118503
SHANK1	ENSG00000161681
EEF1A1P12	ENSG00000214199
FBXO28	ENSG00000143756
RND1	ENSG00000172602
RPS6KL1	ENSG00000198208
RARG	ENSG00000172819
ABCB10	ENSG00000135776
ASCL4	ENSG00000187855
GON4L	ENSG00000116580
ST6GAL2-IT1	ENSG00000238250
ITGA4	ENSG00000115232
ST6GAL2	ENSG00000144057
DHX35	ENSG00000101452
HMGN2P19	ENSG00000229367
ULK1	ENSG00000177169
VCAM1	ENSG00000162692
TAF5L	ENSG00000135801
PPP1R13L	ENSG00000104881
LINC02012	ENSG00000272989
LINC01440	ENSG00000235166
NBEAL1	ENSG00000144426
URB2	ENSG00000135763
KLF11	ENSG00000172059
LINC01441	ENSG00000224008
RPARP-AS1	ENSG00000269609
DEGS1	ENSG00000143753
HMGB1P26	ENSG00000225984
SLC19A2	ENSG00000117479
C10orf95	ENSG00000120055
LINC01682	ENSG00000227043
CERKL	ENSG00000188452
TRIM65	ENSG00000141569
LINC01736	ENSG00000228058
GALNT2	ENSG00000143641
FAM120A	ENSG00000048828
SMARCE1P1	ENSG00000225215
CWF19L2	ENSG00000152404
CPT1A	ENSG00000110090
ESPNL	ENSG00000144488
AGAP10P	ENSG00000230869
RPL7P14	ENSG00000232994
RPL23AP36	ENSG00000225124
RPL12P16	ENSG00000204196
LRRC66	ENSG00000188993
F5	ENSG00000198734
COL4A5	ENSG00000188153
WSCD2	ENSG00000075035
PGBD5	ENSG00000177614
MUC19	ENSG00000205592
PPIAP8	ENSG00000225185
FAM120AOS	ENSG00000188938
SELP	ENSG00000174175
KLHL30	ENSG00000168427
NVL	ENSG00000143748
NPM1P19	ENSG00000223864
PNPT1	ENSG00000138035
KLHL30-AS1	ENSG00000279484
FAM21FP	ENSG00000237840
LINC01737	ENSG00000232964
BYSL	ENSG00000112578
GDPD4	ENSG00000178795
WASHC2C	ENSG00000172661
ERFE	ENSG00000178752
ZNF648	ENSG00000179930
ENPP7P3	ENSG00000248618
SNRPCP8	ENSG00000250580
HSF5	ENSG00000176160
YPEL5P1	ENSG00000232096
LINC01344	ENSG00000228918
SETP3	ENSG00000266648
EIF1P3	ENSG00000231684
COG2	ENSG00000135775
CMKLR1	ENSG00000174600
SNRPFP4	ENSG00000235627
EXTL2	ENSG00000162694
CDC25A	ENSG00000164045
SUN3	ENSG00000164744
TOGARAM2	ENSG00000189350
SLC25A3	ENSG00000075415
CEMP1	ENSG00000205923
AMDHD2	ENSG00000162066
PCARE	ENSG00000179270
GLUL	ENSG00000135821
TAF9B	ENSG00000187325
ZNF582-AS1	ENSG00000267454
ZNF583	ENSG00000198440
NECTIN2	ENSG00000130202
RTL8C	ENSG00000134590
TOMM20P1	ENSG00000224829
IFIT5	ENSG00000152778
RTL8A	ENSG00000203950
HNRNPA1P68	ENSG00000230946
AGT	ENSG00000135744
SLC30A7	ENSG00000162695
NCLP2	ENSG00000234228
EIF3LP3	ENSG00000226086
CHI3L2	ENSG00000064886
FXYD6P2	ENSG00000235964
ETDB	ENSG00000224107
TRIM41	ENSG00000146063
SMIM10L2B	ENSG00000196972
COL6A4P2	ENSG00000228252
CAPN9	ENSG00000135773
EIF3CL	ENSG00000205609
SMIM10L2B-AS1	ENSG00000228372
RTN1	ENSG00000139970
TBC1D24	ENSG00000162065
LINC02528	ENSG00000229922
CDC37P2	ENSG00000261089
MFSD13A	ENSG00000138111
ILKAP	ENSG00000132323
SGCB	ENSG00000163069
ACTR1A	ENSG00000138107
FNDC3CP	ENSG00000223592
HSD17B7P2	ENSG00000099251
MSTO2P	ENSG00000203761
RCOR2	ENSG00000167771
RNF148	ENSG00000235631
NDUFB1P1	ENSG00000231884
CYSLTR1	ENSG00000173198
RNF133	ENSG00000188050
IL19	ENSG00000142224
ATP6V0C	ENSG00000185883
LINC02480	ENSG00000251040
ZNF37A	ENSG00000075407
HMGN1P34	ENSG00000224755
UBE2V1P7	ENSG00000235061
DENND2D	ENSG00000162777
CADPS2	ENSG00000081803
PAQR7	ENSG00000182749
RPSAP42	ENSG00000219463
NCAPG2	ENSG00000146918
IL20	ENSG00000162891
TSKS	ENSG00000126467
PUS1	ENSG00000177192
CBLN4	ENSG00000054803
SNHG1	ENSG00000255717
ODCP	ENSG00000244556
RPL21P3	ENSG00000225419
TNPO3	ENSG00000064419
OXCT2P1	ENSG00000237624
PPIEL	ENSG00000243970
C1orf198	ENSG00000119280
LINC01498	ENSG00000247213
CLTC	ENSG00000141367
SART3	ENSG00000075856
BMP2K	ENSG00000138756
LINC02610	ENSG00000186235
SCYL3	ENSG00000000457
BMP8A	ENSG00000183682
IL24	ENSG00000162892
CCDC65	ENSG00000139537
NOTUM	ENSG00000185269
SPTBN1	ENSG00000115306
EP400	ENSG00000183495
NEUROD1	ENSG00000162992
PAQR3	ENSG00000163291
ARF3	ENSG00000134287
METTL18	ENSG00000171806
PER2	ENSG00000132326
SELE	ENSG00000007908
SLC16A12-AS1	ENSG00000234452
SLC16A12	ENSG00000152779
FCMR	ENSG00000162894
PTRH2	ENSG00000141378
FKBP11	ENSG00000134285
HES6	ENSG00000144485
VMP1	ENSG00000062716
EP400P1	ENSG00000185684
SELL	ENSG00000188404
PANK1	ENSG00000152782
FICD	ENSG00000198855
PPP1R2P5	ENSG00000229360
TTC13	ENSG00000143643
FMR1NB	ENSG00000176988
C1orf112	ENSG00000000460
TEDDM1	ENSG00000203730
LINC01885	ENSG00000237880
LINC01789	ENSG00000229457
LINC01886	ENSG00000224568
FTH1P8	ENSG00000219507
CNIH4	ENSG00000143771
EXOC3L1	ENSG00000179044
STMN1	ENSG00000117632
RPS26P31	ENSG00000235459
ADGRG6	ENSG00000112414
PERP	ENSG00000112378
CT55	ENSG00000169551
TEDDM2P	ENSG00000233537
RPL23AP32	ENSG00000237887
MTMR4	ENSG00000108389
ZNF667	ENSG00000198046
GACAT1	ENSG00000232991
RGSL1	ENSG00000121446
RGPD4-AS1	ENSG00000230651
ITGA5	ENSG00000161638
MFSD5	ENSG00000182544
DDX51	ENSG00000185163
NCSTN	ENSG00000162736
ACOT9	ENSG00000123130
DAP3P2	ENSG00000228507
RFTN2	ENSG00000162944
TRAF3IP1	ENSG00000204104
ETDC	ENSG00000283644
ZNF667-AS1	ENSG00000166770
ETDA	ENSG00000238210
CYBRD1	ENSG00000071967
ZNF75D	ENSG00000186376
SNRPFP2	ENSG00000229786
FER1L5	ENSG00000249715
GTSF1	ENSG00000170627
RBBP9	ENSG00000089050
ARFGEF3	ENSG00000112379
LRRC9	ENSG00000131951
COG4	ENSG00000103051
ANKZF1	ENSG00000163516
CAHM	ENSG00000270419
LINC01154	ENSG00000257477
RPS19P1	ENSG00000214612
ZNF385A	ENSG00000161642
CNIH3	ENSG00000143786
MARS2	ENSG00000247626
LINC00272	ENSG00000203729
ARV1	ENSG00000173409
BOLL	ENSG00000152430
SUMO1P3	ENSG00000235082
PBOV1	ENSG00000254440
COPA	ENSG00000122218
LRFN4	ENSG00000173621
AKR1B1P1	ENSG00000229991
WDR26	ENSG00000162923
PC	ENSG00000173599
CYP20A1	ENSG00000119004
FAM89A	ENSG00000182118
ASB1	ENSG00000065802
PAK1	ENSG00000149269
ZNF449	ENSG00000173275
SMIM10L2A	ENSG00000178947
CROCCP1	ENSG00000225769
GLB1L	ENSG00000163521
TRIM67	ENSG00000119283
NOC4L	ENSG00000184967
KANSL3	ENSG00000114982
RGPD4	ENSG00000196862
GPR84	ENSG00000139572
ESPL1	ENSG00000135476
RPL7L1P11	ENSG00000176970
IKBIP	ENSG00000166130
TPI1P2	ENSG00000230359
LINC01107	ENSG00000225493
LINC01937	ENSG00000234279
LINC02361	ENSG00000256576
CYCSP20	ENSG00000240416
IRS4	ENSG00000133124
TWIST2	ENSG00000233608
RPL22P8	ENSG00000237745
MDM2	ENSG00000135679
LINC01940	ENSG00000227744
PLCL1	ENSG00000115896
AFF2	ENSG00000155966
E2F4	ENSG00000205250
SEPT4-AS1	ENSG00000264672
TEX14	ENSG00000121101
GALNT9	ENSG00000182870
TUBA4B	ENSG00000243910
C1orf131	ENSG00000143633
INTS6L-AS1	ENSG00000225235
INTS6L	ENSG00000165359
STK16	ENSG00000115661
LINC01923	ENSG00000236653
MC3R	ENSG00000124089
SLC5A7	ENSG00000115665
UQCRH	ENSG00000173660
LINC01734	ENSG00000230324
TXNIP	ENSG00000265972
SPATA18	ENSG00000163071
GNPAT	ENSG00000116906
GUCY2F	ENSG00000101890
ATF7IP2	ENSG00000166669
PGF	ENSG00000119630
LINC01593	ENSG00000231221
ACTP1	ENSG00000229890
LINC01594	ENSG00000225328
SETD6P1	ENSG00000236877
TAS2R16	ENSG00000128519
TUBA4A	ENSG00000127824
SULT1C3	ENSG00000196228
WASF1P1	ENSG00000227597
HJV	ENSG00000168509
NXT2	ENSG00000101888
PIGR	ENSG00000162896
NAA40	ENSG00000110583
SEPT4	ENSG00000108387
SLC13A1	ENSG00000081800
AFF2-IT1	ENSG00000223516
TSPAN33	ENSG00000158457
FAM210B	ENSG00000124098
ATG3P1	ENSG00000224357
SAGE4P	ENSG00000224539
MRPL50P2	ENSG00000238285
FCAMR	ENSG00000162897
RAB6D	ENSG00000233087
NSUN4	ENSG00000117481
LINC01719	ENSG00000233396
MTCYBP10	ENSG00000233285
ACSL4	ENSG00000068366
HDAC4-AS1	ENSG00000222020
MTND6P10	ENSG00000227275
HDAC4	ENSG00000068024
SAGE3P	ENSG00000277486
SAGE2P	ENSG00000198022
CLIP4	ENSG00000115295
SMO	ENSG00000128602
CT45A1	ENSG00000268940
RTL3	ENSG00000179300
C1orf116	ENSG00000182795
C7orf57	ENSG00000164746
PPATP2	ENSG00000271433
LYPLA1P1	ENSG00000223595
MGAT2P1	ENSG00000233861
MGAT2P2	ENSG00000238200
MTND5P23	ENSG00000235080
SAP18P2	ENSG00000223873
CT45A3	ENSG00000269096
MTND4P21	ENSG00000231777
SNRPGP20	ENSG00000271496
LPAR4	ENSG00000147145
MTND3P18	ENSG00000283865
RPL7P38	ENSG00000239473
MTCO3P18	ENSG00000227661
MTATP6P4	ENSG00000236590
CT45A5	ENSG00000228836
KCNE5	ENSG00000176076
MTCO2P18	ENSG00000234480
MTCO1P18	ENSG00000237910
RPL7P54	ENSG00000227645
CT45A6	ENSG00000278289
WNT10B	ENSG00000169884
P2RY10	ENSG00000078589
ANAPC5	ENSG00000089053
EIF2B2	ENSG00000119718
OTOGL	ENSG00000165899
SF3B3	ENSG00000189091
CHP2	ENSG00000166869
RAPH1	ENSG00000173166
HSFX3	ENSG00000283697
S100A11P1	ENSG00000237632
EXOC8	ENSG00000116903
SPRTN	ENSG00000010072
CXorf40A	ENSG00000197620
WNT1	ENSG00000125084
ELMO3	ENSG00000102890
CT45A2	ENSG00000271449
HSPE1P1	ENSG00000234878
APAF1	ENSG00000120868
LINC01370	ENSG00000237767
CT45A7	ENSG00000273696
EGLN1	ENSG00000135766
DPH5	ENSG00000117543
FAAH	ENSG00000117480
C17orf47	ENSG00000181013
MAFB	ENSG00000204103
CT45A8	ENSG00000278085
SNRPD2P2	ENSG00000223982
ITPRID2	ENSG00000138434
PRELID2P1	ENSG00000257336
ZNF471	ENSG00000196263
CPM	ENSG00000135678
SNORC	ENSG00000182600
IDSP1	ENSG00000176289
LINC00893	ENSG00000241769
APOC1	ENSG00000130208
KCNJ13	ENSG00000115474
ALKBH8	ENSG00000137760
SULT1C2	ENSG00000198203
APOE	ENSG00000130203
C12orf10	ENSG00000139637
IDS	ENSG00000010404
GIGYF2	ENSG00000204120
PFKFB2	ENSG00000123836
RPL21P38	ENSG00000233934
SYT11	ENSG00000132718
PFDN5	ENSG00000123349
RIT1	ENSG00000143622
COL6A5	ENSG00000172752
RPL23AP81	ENSG00000242748
PLCG1-AS1	ENSG00000226648
PLCG1	ENSG00000124181
SAT1	ENSG00000130066
MTND2P18	ENSG00000234939
MTND1P26	ENSG00000234576
P2RY10BP	ENSG00000232168
MED15P3	ENSG00000226831
LINC01120	ENSG00000223631
GPR174	ENSG00000147138
GNAQP1	ENSG00000214077
NOC2LP2	ENSG00000217950
CTHRC1P1	ENSG00000271005
KIF4CP	ENSG00000225025
RHOQP2	ENSG00000232742
CT45A9	ENSG00000270946
ITM2A	ENSG00000078596
CT45A10	ENSG00000269586
ABI2	ENSG00000138443
C8orf33	ENSG00000182307
AHCYL2	ENSG00000158467
ESYT2	ENSG00000117868
UPP1	ENSG00000183696
IQUB	ENSG00000164675
TOP1	ENSG00000198900
ZHX3	ENSG00000174306
ATP2C1	ENSG00000017260
KHDC4	ENSG00000132680
CNTN1	ENSG00000018236
YOD1	ENSG00000180667
TSNAX	ENSG00000116918
PRKAG1	ENSG00000181929
DISC1-IT1	ENSG00000226758
DISC1	ENSG00000162946
ASPSCR1	ENSG00000169696
SAGE1	ENSG00000181433
RXFP4	ENSG00000173080
PTPRQ	ENSG00000139304
WDR60	ENSG00000126870
RNASEL	ENSG00000135828
GPR17	ENSG00000144230
RGS16	ENSG00000143333
VIPR2	ENSG00000106018
AKIRIN1P1	ENSG00000257786
LIMS2	ENSG00000072163
NHLH1	ENSG00000171786
DDN-AS1	ENSG00000257913
LINC01572	ENSG00000261008
ISCU	ENSG00000136003
KMT2D	ENSG00000167548
RNF34	ENSG00000170633
FAM71C	ENSG00000180219
PPP1R1C	ENSG00000150722
MZT2A	ENSG00000173272
LINC00689	ENSG00000231419
ANKS1B	ENSG00000185046
TUBA3D	ENSG00000075886
DDN	ENSG00000181418
KDM2B	ENSG00000089094
CHIAP1	ENSG00000236040
KRT18P29	ENSG00000213958
CHMP1B2P	ENSG00000278530
CHIAP2	ENSG00000203878
VANGL2	ENSG00000162738
RPS5P7	ENSG00000225381
SULT1C2P2	ENSG00000261209
MYF6	ENSG00000111046
SLAMF6	ENSG00000162739
LINC01686	ENSG00000261504
CHIA	ENSG00000134216
LINC01568	ENSG00000258779
RGS8	ENSG00000135824
HCCAT5	ENSG00000260880
CNGB1	ENSG00000070729
KIF20B	ENSG00000138182
ZFHX3	ENSG00000140836
MYF5	ENSG00000111049
LINC01490	ENSG00000257741
SSR2	ENSG00000163479
CD84	ENSG00000066294
KRT18P18	ENSG00000261764
TMEM119	ENSG00000183160
SELPLG	ENSG00000110876
LINC01688	ENSG00000227181
NBPF9	ENSG00000269713
NPL	ENSG00000135838
SULT1C2P1	ENSG00000237223
NGEF	ENSG00000066248
ARHGEF2	ENSG00000116584
C4BPB	ENSG00000123843
PDE1A	ENSG00000115252
TMEM164	ENSG00000157600
PKD1	ENSG00000008710
PABPC4	ENSG00000090621
EEF1B2P7	ENSG00000213055
S1PR1	ENSG00000170989
TENT5D	ENSG00000174016
HNRNPH3P1	ENSG00000230247
FBRSL1	ENSG00000112787
HK2P1	ENSG00000228612
C4BPA	ENSG00000123838
PPIAP7	ENSG00000173810
CORO1C	ENSG00000110880
LINC01307	ENSG00000231671
LINC01709	ENSG00000226715
RPSAP19	ENSG00000183298
LRCOL1	ENSG00000204583
C4BPAP1	ENSG00000224462
C4BPAP2	ENSG00000232621
CPSF6	ENSG00000111605
SATB2-AS1	ENSG00000225953
STRIP2	ENSG00000128578
PDZRN4	ENSG00000165966
SATB2	ENSG00000119042
CD55	ENSG00000196352
SNRPGP3	ENSG00000239919
PIP5K1P2	ENSG00000229435
C1GALT1P1	ENSG00000257818
DNAH14	ENSG00000185842
LYZ	ENSG00000090382
SMKR1	ENSG00000240204
BRWD3	ENSG00000165288
NCKAP1L	ENSG00000123338
MRPS10P1	ENSG00000235378
KIFAP3	ENSG00000075945
DYNC1I2	ENSG00000077380
DHX9	ENSG00000135829
DNAJA1P5	ENSG00000162699
OLFM3	ENSG00000118733
SEC22B2	ENSG00000274423
TSC2	ENSG00000103197
SSH1	ENSG00000084112
LINC01877	ENSG00000238217
SIGLEC30P	ENSG00000224896
SEPHS1P6	ENSG00000213938
METTL11B	ENSG00000203740
FTCDNL1	ENSG00000226124
MTND2P17	ENSG00000258239
